Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Card slot,Phonebook,Call records,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,,_1,Stand-by,Talk time,Music play,Colors,Price,GPRS,EDGE,_1_1,Internal,Alert types,Protection,Infrared port,SAR EU,OS,CPU,Clock,Alarm,4G bands,Build,Chipset,GPU,Models,NFC,Charging,SAR,5G,Triple,Dual,Features_1,Performance,Display,Camera,Loudspeaker_1,Battery life,Quad,Audio quality,Triple_1,Keyboard,Languages
b'samsung',b'Samsung S3770',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-s3770.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',b'HSPA 7.2/0.384 Mbps',"b'2011, August. Released 2011, September'",b'Discontinued',b'96.3 x 53.8 x 13 mm (3.79 x 2.12 x 0.51 in)',b'80 g (2.82 oz)',b'Mini-SIM',"b'TFT capacitive touchscreen, 256K colors'","b'2.8 inches, 24.3 cm2 (~46.9% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'","b'microSD, up to 16 GB (dedicated slot)'","b'1000 entries, Photocall'","b'30 dialed, 30 received, 30 missed calls'",b'2 MP',,b'Yes',"b'Yes, market dependant'",b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'3.0, A2DP'",b'No',"b'Stereo FM radio, RDS, recording'",b'microUSB 2.0',b'Accelerometer',"b'SMS, MMS, Email, Push Email, IM'",,b'Yes + downloadable',"b'Yes, MIDP 2.1'",b'TouchWiz Lite UI',b'SNS integration MP4/H.264 player MP3/WMA/WAV/eAAC+ player Find Music recognition service Organizer Document viewer Voice memo Predictive text input',b'Up to 800 h (2G) / Up to 500 h (3G)',b'Up to 10 h (2G) / Up to 5 h (3G)',,"b'Black, White'",b'About 100 EUR',,,b'Removable Li-Ion 1000 mAh battery',b'100 MB',,,,b'0.82 W/kg (head)',,,,,,,,,,,,b'1.16 W/kg (head) \xc2\xa0 \xc2\xa0 0.32 W/kg (body)',,,,,,,,,,,,,,
b'samsung',b'Samsung S5690 Galaxy Xcover',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-xcover.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',b'HSPA 7.2/5.76 Mbps',"b'2011, August. Released 2011, October'",b'Discontinued',b'121.5 x 65.9 x 12 mm (4.78 x 2.59 x 0.47 in)',b'100 g (3.53 oz)',b'Mini-SIM',"b'Capacitive touchscreen, 16M colors'","b'3.65 inches, 39.7 cm2 (~49.5% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~158 ppi density)'","b'microSD, up to 32 GB (dedicated slot)'",,,"b'3.15 MP, AF'",b'LED flash',b'480p',,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'3.0, A2DP, EDR'","b'Yes, with A-GPS'","b'Stereo FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, proximity, compass'",,,,,b'IP67 dust/water resistant (up to 1m for 30 mins)',b'TouchWiz UI',b'Up to 640 h (3G)',b'Up to 13 h 20 min (2G) / Up to 11 h (3G)',,b'Gray',b'About 90 EUR',,,b'Removable Li-Ion 1500 mAh battery',"b'150 MB, 512 MB RAM'",,b'Corning Gorilla Glass',,b'0.58 W/kg (head)',b'Android 2.3 (Gingerbread)',b'800 MHz Marvell MG2',,,,,,,,,,b'0.53 W/kg (head) \xc2\xa0 \xc2\xa0 0.73 W/kg (body)',,,,,,,,,,,,,,
b'samsung',b'Samsung Galaxy S II 4G I9100M',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s-ii-4g-new.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100 /1800',b'HSPA 21.1/5.76 Mbps',"b'2011, July. Released 2011, July'",b'Discontinued',b'125.3 x 66.1 x 8.5 mm (4.93 x 2.60 x 0.33 in)',b'116 g (4.09 oz)',b'Mini-SIM',"b'Super AMOLED Plus capacitive touchscreen, 16M colors'","b'4.3 inches, 52.6 cm2 (~63.5% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~217 ppi density)'","b'microSD, up to 32 GB (dedicated slot)'",,,"b'8 MP, f/2.6, 1/3.2"", AF'",b'LED flash',b'1080p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'3.0, A2DP, aptX'","b'Yes, with A-GPS'",b'No',"b'microUSB 2.0 (MHL TV-out), USB Host'","b'Accelerometer, gyro, proximity, compass'",,,,,b'TouchWiz UI v4.0',b'Active noise cancellation with dedicated mic',b'Up to 372 h (2G) / Up to 610 h (3G)',b'Up to 6 h (2G) / Up to 8 h 30 min (3G)',,b'Black',b'About 260 EUR',,,b'Removable Li-Ion 1700 mAh battery',"b'16 GB, 1 GB RAM'",,b'Corning Gorilla Glass',,b'0.34 W/kg (head)',b'Android 2.3 (Gingerbread)',b'Dual-core 1.2 GHz Cortex-A9',,,,,b'Exynos 4210 Dual',b'Mali-400MP4',b'GT-I9100M',,,b'0.16 W/kg (head) \xc2\xa0 \xc2\xa0 0.96 W/kg (body)',,,,,,,,,,,,,,
b'samsung',b'Samsung I9103 Galaxy R',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-i9103-galaxy-r.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2011, June. Released 2011, August'",b'Discontinued',b'125 x 66 x 9.5 mm (4.92 x 2.60 x 0.37 in)',b'135 g (4.76 oz)',b'Mini-SIM',"b'SC-LCD capacitive touchscreen, 16M colors'","b'4.2 inches, 50.2 cm2 (~60.9% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~222 ppi density)'","b'microSD, up to 32 GB (dedicated slot)'",,,"b'5 MP, AF'",b'LED flash',b'720p@30fps',b'1.3 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot, DLNA'","b'3.0, A2DP, EDR'","b'Yes, with A-GPS'","b'Stereo FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'",,"b'HTML, Adobe Flash'",,,b'TouchWiz UI',b'MP4/DivX/XviD/WMV/H.264 player MP3/WAV/WMA/eAAC+ player Photo/video editor Document editor',b'Up to 660 h (2G) / Up to 550 h (3G)',b'Up to 22 h 30 min (2G) / Up to 9 h (3G)',,b'Black',b'About 200 EUR',,,b'Removable Li-Ion 1650 mAh battery',"b'8 GB, 1 GB RAM'",,b'Scratch-resistant glass',,,"b'Android 2.3.3 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)'",b'Dual-core 1.0 GHz Cortex-A9',,,,,b'Nvidia Tegra 2 AP20H',b'ULP GeForce',,,,b'0.18 W/kg (head) \xc2\xa0 \xc2\xa0 0.42 W/kg (body)',,,,,,b'Contrast ratio: 858:1 (nominal)',b'Photo / Video',b'Voice 65dB / Noise 65dB / Ring 71dB',b'Endurance rating 36h',,b'Noise -89.9dB / Crosstalk -90.0dB',,,
b'samsung',b'Samsung R720 Admire',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-admire.jpg',b'CDMA / EVDO',b'CDMA 800 / 1900',b'CDMA2000 1xEV-DO',"b'EV-DO Rev.0, 153.2 Kbps'","b'2011, June. Released 2011, September'",b'Discontinued',b'116 x 60 x 12 mm (4.57 x 2.36 x 0.47 in)',b'117 g (4.13 oz)',b'Mini-SIM',"b'TFT capacitive touchscreen, 256K colors'","b'3.5 inches, 36.5 cm2 (~52.4% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~165 ppi density)'","b'microSD, up to 32 GB (dedicated slot)'",,,b'3.15 MP',,b'Yes',,,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g',"b'3.0, A2DP'","b'Yes, with A-GPS'",b'No',b'microUSB 2.0',"b'Accelerometer, proximity'",,,,,b'No',b'MP4/H.264 player MP3/WAV/eAAC+ player Organizer Document viewer Voice memo Predictive text input',b'Up to 200 h',b'Up to 3 h',,"b'Black, Red'",b'About 90 EUR',,,b'Removable Li-Ion 1600 mAh battery',,,,,,b'Android 2.3.3 (Gingerbread)',b'800 MHz',,,,,,,,,,b'0.53 W/kg (head) \xc2\xa0 \xc2\xa0 0.99 W/kg (body)',,,,,,,,,,,,,,
b'samsung',b'Samsung Convoy 2',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-convoy-2.jpg',b'CDMA / EVDO',b'CDMA 800 / 1900',b'CDMA2000 1xEV-DO',b'EV-DO Rev.A 3.1 Mbps',"b'2011, August. Released 2011, August'",b'Discontinued',b'99 x 51 x 22 mm (3.90 x 2.01 x 0.87 in)',b'111 g (4.09 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.2 inches, 15.0 cm2 (~29.7% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~182 ppi density)'","b'microSD, up to 32 GB (dedicated slot)'","b'1000 entries, Photocall'",b'Yes',b'3.15 MP',b'LED flash',b'Yes',,,"b'Yes, with stereo speakers'",b'No',b'No',"b'2.1, A2DP'","b'Yes, with A-GPS'",b'No',b'microUSB 2.0',b'',"b'SMS(threaded view), MMS, Email, IM'",,b'Yes',b'No',"b'MIL-STD-810F compliant salt, dust, humidity, rain, vibration, solar radiation, transport and thermal shock resistant Flashlight'","b'Secondary 56K CSTN display, 128 x 128 pixels, 1.3 inches'",b'Up to 450 h',b'Up to 6 h 30 min',,b'Black',b'About 100 EUR',,,b'Removable Li-Ion 1300 mAh battery',"b'128 MB RAM, 256 MB ROM'",,,,,,,,,,,,,,,,b'0.68 W/kg (head) \xc2\xa0 \xc2\xa0 0.72 W/kg (body)',,,,,,,,,,,,,,
b'samsung',b'Samsung Conquer 4G',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-conquer-4g.jpg',b'CDMA / EVDO',b'CDMA 800 / 1900 /850',b'CDMA2000 1xEV-DO',b'EV-DO Rev.A 3.1 Mbps',"b'2011, June. Released 2011, August'",b'Discontinued',b'116.1 x 60.5 x 11.7 mm (4.57 x 2.38 x 0.46 in)',b'116 g (4.09 oz)',b'Mini-SIM',"b'TFT capacitive touchscreen, 256K colors'","b'3.5 inches, 36.5 cm2 (~51.9% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~165 ppi density)'","b'microSD, up to 32 GB (dedicated slot), 2 GB included'",,,"b'3.15 MP, AF'",b'LED flash',b'Yes',b'1.3 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, WiMAX, hotspot (charges may apply)'","b'2.1, A2DP'","b'Yes, with A-GPS'",b'No',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",,,,,b'Made partially by recycled bio-plastics MP4/H.264 player MP3/WAV/eAAC+ player Organizer Document viewer Voice memo Predictive text input',b'Removable Li-Ion 1500 mAh battery',b'Up to 300 h',b'Up to 6 h',,b'Graphite',b'About 90 EUR',,,,"b'1 GB, 512 MB RAM'",,,,,b'Android 2.3.4 (Gingerbread)',b'1.0 GHz',,,,,b'Qualcomm MSM8665',,,,,b'0.76 W/kg (head) \xc2\xa0 \xc2\xa0 1.01 W/kg (body)',,,,,,,,,,,,,,
b'samsung',b'Samsung R640 Character',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-character-r640.jpg',b'CDMA / CDMA2000',b'CDMA 800 / 1900',b'CDMA2000 1x',"b'Yes, 384 kbps'","b'2011, July. Released 2011, July'",b'Discontinued',b'107 x 55 x 15 mm (4.21 x 2.17 x 0.59 in)',b'120 g (4.23 oz)',b'Mini-SIM',"b'TFT touchscreen, 256K colors'","b'2.8 inches, 24.3 cm2 (~41.3% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio'","b'microSD, up to 32 GB (dedicated slot)'","b'Yes, Photocall'",b'Yes',b'1.3 MP',,b'',,,b'Yes',b'Yes',b'No',"b'2.1, A2DP, EDR'",b'No',b'No',b'microUSB 2.0',b'',"b'SMS, Email'",,b'Yes',b'No',b'Samsung TouchWiz Lite UI',b'No',b'Up to 288 h',b'Up to 5 h',,b'Electric Blue',b'About 130 EUR',,,b'Removable Li-Ion 1000 mAh battery',,,,,,,,,,,,,,,,,b'0.50 W/kg (head) \xc2\xa0 \xc2\xa0 0.97 W/kg (body)',,,,,,,,,,,,,b'QWERTY',
b'samsung',b'Samsung R380 Freeform III',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-freeform-iii.jpg',b'CDMA',b'CDMA 800 / 1900',,,"b'2011, July. Released 2011, July'",b'Discontinued',b'112 x 61 x 11 mm (4.41 x 2.40 x 0.43 in)',b'92 g (3.25 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.4 inches, 17.2 cm2 (~25.1% screen-to-body ratio)'","b'480 x 320 pixels, 3:2 ratio (~240 ppi density)'","b'microSD, up to 32 GB (dedicated slot)'","b'1000 entries, Photocall'",b'Yes',b'1.3 MP',,b'Yes',,,b'Yes',b'Yes',b'No',"b'2.1, A2DP, EDR'","b'Yes, with A-GPS; MetroNavigator GPS'",b'No',b'microUSB 2.0',b'',"b'SMS, MMS, Email'",,b'Yes',b'No',b'AWS 1700 / 2100',b'No',b'Up to 300 h',b'Up to 3 h 20 min',,b'Black',b'About 80 EUR',b'No',b'No',b'Removable Li-Ion 1000 mAh battery',b'100 MB',,,,,,,,,,,,,,,,b'0.94 W/kg (head) \xc2\xa0 \xc2\xa0 0.64 W/kg (body)',,,,,,,,,,,,,b'QWERTY',
b'samsung',b'Samsung Trender',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-trender-for-sprint-amethyst-color.jpg',b'CDMA / EVDO',b'CDMA 800',b'CDMA2000 1xEV-DO',"b'EV-DO Rev.0, 153.2 Kbps'","b'2011, June. Released 2011, June'",b'Discontinued',b'107 x 56 x 15 mm (4.21 x 2.20 x 0.59 in)',b'113 g (3.99 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.8 inches, 24.3 cm2 (~40.5% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'","b'microSD, up to 32 GB (dedicated slot)'","b'Yes, Photocall'",b'Yes',b'1.3 MP',,b'',,,b'Yes',b'Yes',b'No',b'Yes',b'No',,b'microUSB 2.0',b'Accelerometer',"b'SMS(threaded view), MMS, Email'","b'WAP 2.0/xHTML, HTML'",b'Yes',"b'Yes, via Java MIDP emulator'",b'No',b'MP4H.263 player MP3/AAC+ player Organizer Voice memo Predictive text input',,b'Up to 5 h',,"b'Sapphire, Amethyst'",b'About 70 EUR',,,b'Removable Li-Ion 1000 mAh battery',,,,,,,,,,,,,,,,,b'1.02 W/kg (head) \xc2\xa0 \xc2\xa0 1.06 W/kg (body)',,,,,,,,,,,,,b'QWERTY',
b'samsung',b'Samsung Gravity SMART',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-gravity-smart.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 1700 / 2100',b'HSPA 3.6/0.384 Mbps',"b'2011, June. Released 2011, June 22th'",b'Discontinued',b'114 x 59 x 14 mm (4.49 x 2.32 x 0.55 in)',b'130 g (4.59 oz)',b'Mini-SIM',"b'TFT capacitive touchscreen, 16M colors'","b'3.2 inches, 30.5 cm2 (~45.3% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~180 ppi density)'","b'microSD, up to 32 GB (dedicated slot), 2 GB included'",,,b'3.15 MP',b'LED flash',b'320p@14fps',,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g, DLNA, hotspot'","b'3.0, A2DP'","b'Yes, with A-GPS'",b'No',b'microUSB 2.0',"b'Accelerometer, proximity'",,b'HTML',,,b'TouchWiz 3.0 UI',b'No',b'Up to 364 h',b'Up to 5 h 30 min',,"b'Black/Red, Black/Green, Lunar Grey'",b'About 170 EUR',,,b'Removable Li-Ion 1500 mAh battery',"b'150 MB, 270 MB RAM'",,,,b'0.19 W/kg (head)',b'Android 2.2 (Froyo)',b'800 MHz ARMv6',,,,,,,,,,b'0.47 W/kg (head) \xc2\xa0 \xc2\xa0 1.05 W/kg (body)',,,,,,,,,,,,,b'QWERTY',
b'samsung',b'Samsung Exhibit 4G',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-exhibit-4g.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 1700 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2011, June. Released 2011, June'",b'Discontinued',b'119 x 58 x 13 mm (4.69 x 2.28 x 0.51 in)',b'125 g (4.41 oz)',b'Mini-SIM',"b'AMOLED capacitive touchscreen, 16M colors'","b'3.5 inches, 34.9 cm2 (~50.5% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~267 ppi density)'","b'microSD, up to 32 GB (dedicated slot)'",,,"b'3.15 MP, AF'",b'LED flash',b'480p',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot, DLNA, UMA'","b'3.0, A2DP'","b'Yes, with A-GPS'",b'No',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",,"b'HTML, Adobe Flash'",,,b'MP4/WMV/H.264 player MP3/WAV/eAAC+/FLAC player Organizer Photo/video editor Document viewer Voice memo/dial/commands Predictive text input (Swype)',b'Removable Li-Ion 1500 mAh battery',b'Up to 360 h',b'Up to 9 h',,b'Black',b'About 200 EUR',,,,"b'1 GB, 512 MB RAM'",,,,,b'Android 2.3 (Gingerbread)',b'1.0 GHz Cortex-A8',,,,,b'Hummingbird',b'PowerVR SGX540',,,,b'0.57 W/kg (head) \xc2\xa0 \xc2\xa0 1.12 W/kg (body)',,,,,,,,,,,,,,
b'samsung',b'Samsung C414',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-c414.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1900',b'HSPA 3.6/0.384 Mbps',"b'2011, June. Released 2011, July'",b'Discontinued',b'98.5 x 49.2 x 16.9 mm (3.88 x 1.94 x 0.67 in)',b'89.4 g (3.14 oz)',b'Mini-SIM',"b'TFT, 65K colors'","b'2.2 inches, 15.0 cm2 (~30.9% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~182 ppi density)'","b'microSD, up to 16 GB (dedicated slot)'","b'1000 entries, Photocall'",b'Yes',b'2 MP',,b'Yes',,,b'Yes',b'No',b'No',"b'2.1, A2DP, EDR'",b'No',b'No',b'Proprietary',b'',"b'SMS, MMS, Email'",,b'Yes',b'Yes',b'secondary external display',b'No',b'Up to 200 h',b'Up to 4 h',,b'Black',b'About 80 EUR',,,b'Removable Li-Ion battery',b'120 MB',,,,b'0.19 W/kg (head)',,,,,,,,,,,,b'0.52 W/kg (head) \xc2\xa0 \xc2\xa0 0.52 W/kg (body)',,,,,,,,,,,,,,
b'samsung',b'Samsung E1195',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-e1190.jpg',b'GSM',b'GSM 900 / 1800',,,"b'2011, July'",b'Discontinued',"b'88 x 44 x 18.9 mm, 73.2 cc (3.46 x 1.73 x 0.74 in)'",b'71 g (2.50 oz)',b'Mini-SIM',"b'CSTN, 65K colors'","b'1.43 inches, 6.6 cm2 (~17.0% screen-to-body ratio)'","b'128 x 128 pixels, 1:1 ratio (~127 ppi density)'",b'No',b'1000 entries',"b'20 dialed, 20 received, 20 missed calls'",,,,,,b'Yes',b'No',b'No',b'No',b'No',b'FM radio',b'No',b'',b'SMS',,b'Yes',b'Yes',b'No',b'Organizer Voice memo Predictive text input',b'Up to 610 h',b'Up to 8 h 30 min',,"b'Black, Red'",b'About 20 EUR',b'No',b'No',b'Removable Li-Ion 800 mAh battery',b'8 MB',,,,b'0.56 W/kg (head)',,,,,,,,,,,,b'0.92 W/kg (head) \xc2\xa0 \xc2\xa0 0.41 W/kg (body)',,,,,,,,,,,,,,
b'samsung',b'Samsung E1190',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-e1190.jpg',b'GSM',b'GSM 900 / 1800',,,"b'2011, July'",b'Discontinued',"b'88 x 44 x 18.9 mm, 73.2 cc (3.46 x 1.73 x 0.74 in)'",b'71 g (2.50 oz)',b'Mini-SIM',"b'CSTN, 65K colors'","b'1.43 inches, 6.6 cm2 (~17.0% screen-to-body ratio)'","b'128 x 128 pixels, 1:1 ratio (~127 ppi density)'",b'No',b'1000 entries',"b'20 dialed, 20 received, 20 missed calls'",,,,,,b'Yes',b'No',b'No',b'No',b'No',b'No',b'No',b'',b'SMS',,b'Yes',b'Yes',b'No',b'Organizer Voice memo Predictive text input',b'Up to 570 h',b'Up to 8 h 40 min',,b'Black',b'About 30 EUR',b'No',b'No',b'Removable Li-Ion 800 mAh battery',,,,,b'0.56 W/kg (head)',,,,,,,,,,,,,,,,,,,,,,,,,,
b'samsung',b'Samsung C3560',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-c3560.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,"b'2011, April. Released 2011, Q3'",b'Discontinued',b'94.8 x 46.7 x 16.6 mm (3.73 x 1.84 x 0.65 in)',b'84 g (2.96 oz)',b'Mini-SIM',"b'TFT, 65K colors'","b'2.2 inches, 15.0 cm2 (~33.9% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~182 ppi density)'","b'microSD, up to 16 GB (dedicated slot)'","b'1000 entries, Photocall'",b'Yes',b'2 MP',,b'Yes',,,b'Yes',b'Yes',b'No',"b'2.1, A2DP, EDR'",b'No',b'FM radio',b'microUSB 2.0',b'',"b'SMS, MMS, Email'",,b'Yes + downloadable',b'Yes',b'No',b'Organizer Document viewer MP3/AAC player MP4/H.263 player Voice memo Predictive text input',b'Up to 500 h',b'Up to 11 h 20 min',,b'Black',b'About 50 EUR',b'Yes',b'Yes',b'Removable Li-Ion 800 mAh battery',b'50 MB',,,,b'0.59 W/kg (head)',,,,,,,,,,,,b'0.63 W/kg (head) \xc2\xa0 \xc2\xa0 0.58 W/kg (body)',,,,,,,,,,,,,,
b'samsung',b'Samsung Dart T499',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-dart.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 1700 / 2100',b'HSPA 7.2/0.384 Mbps',"b'2011, May. Released 2011, June'",b'Discontinued',b'104 x 61 x 13 mm (4.09 x 2.40 x 0.51 in)',b'108 g (3.81 oz)',b'Mini-SIM',"b'TFT capacitive touchscreen, 256K colors'","b'3.14 inches, 30.5 cm2 (~48.1% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~127 ppi density)'","b'microSD, up to 32 GB (dedicated slot), 2 GB included'",,,b'3.2 MP',,b'320p@15fps',,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'3.0, A2DP'","b'Yes, with A-GPS'","b'Stereo FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, proximity, compass'",,,,,b'HSDPA 2100',b'TouchWiz UI',b'Up to 288 h',b'Up to 4 h',,b'Gray',b'About 60 EUR',,,b'Removable Li-Ion 1200 mAh battery',,,,,b'0.89 W/kg (head)',b'Android 2.2 (Froyo)',b'600 MHz',,,,,,,,,,b'0.91 W/kg (head) \xc2\xa0 \xc2\xa0 1.12 W/kg (body)',,,,,,,,,,,,,,
b'samsung',b'Samsung C3322',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-c3322.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900 - SIM 1',,,"b'2011, April. Released 2011, April'",b'Discontinued',b'114 x 48 x 13.9 mm (4.49 x 1.89 x 0.55 in)',b'89 g (3.14 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 256K colors'","b'2.2 inches, 15.0 cm2 (~27.4% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~182 ppi density)'","b'microSD, up to 16 GB (dedicated slot)'","b'Yes, up to 1000 entries'",b'Yes',b'2 MP',,b'QCIF@15fps',,,b'Yes',b'Yes',b'No',"b'2.1, A2DP, EDR'",b'No',"b'FM radio, recording'",b'microUSB 2.0',b'',"b'SMS, MMS, Email, Push Email'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'GSM 850 / 900 / 1800 / 1900 - SIM 2',b'No',b'Up to 660 h',b'Up to 12 h',,"b'Black, La Fleur'",b'About 70 EUR',b'Class 10',b'Class 10',b'Removable Li-Ion 1000 mAh battery',b'45 MB',,,,b'0.91 W/kg (head)',,,,,,,,,,,,b'0.50 W/kg (head) \xc2\xa0 \xc2\xa0 0.57 W/kg (body)',,,,,,,,,,,,,,
b'samsung',b'Samsung R260 Chrono',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-chrono.jpg',b'CDMA / EVDO',b'CDMA 800 / 1900',b'CDMA2000 1xEV-DO',"b'EV-DO Rev.0, 153.2 Kbps'","b'2011, May. Released 2011, June'",b'Discontinued',b'94 x 46 x 17 mm (3.70 x 1.81 x 0.67 in)',b'89 g (3.14 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.0 inches, 12.4 cm2 (~28.6% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~200 ppi density)'",b'No',b'Yes',b'Yes',b'VGA',,b'Yes',,,b'Yes',b'No',b'No',"b'2.1, A2DP, EDR'",b'No',b'No',b'microUSB (charging only)',b'',"b'SMS(threaded view), Email'",b'WAP 2.0/xHTML',b'Yes',b'No',b'Secondary external display',b'No',b'Up to 300 h',b'Up to 5 h',,b'Moon Grey',b'About 80 EUR',,,b'Removable Li-Ion 800 mAh battery',,,,,,,,,,,,,,,,,b'0.69 W/kg (head) \xc2\xa0 \xc2\xa0 0.89 W/kg (body)',,,,,,,,,,,,,,
b'samsung',b'Samsung E2232',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-e2232-ofic.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1',,,"b'2011, April. Released 2011, Q2'",b'Discontinued',b'109.2 x 46 x 14.9 mm (4.30 x 1.81 x 0.59 in)',b'79 g (2.79 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 65K colors'","b'1.77 inches, 9.9 cm2 (~19.6% screen-to-body ratio)'",b'128 x 160 pixels (~116 ppi density)',"b'microSD, up to 8 GB (dedicated slot)'","b'Yes, up to 1000 entries'",b'Yes',b'VGA',,b'128x96@15fps',,,b'Yes',b'Yes',b'No',"b'2.1, A2DP, EDR'",b'No',b'FM radio',b'2.0',b'',"b'SMS, MMS, Email'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'GSM 900 / 1800 - SIM 2',b'Flashlight',b'Up to 500 h',b'Up to 11 h 20 min',b'Up to 10 h',b'Black',b'About 70 EUR',b'Class 10',b'No',b'Removable Li-Ion 1000 mAh battery',b'20 MB',,,,b'0.86 W/kg (head)',,,,,,,,,,,,,,,,,,,,,,,,,,
